Year,Filename,Source
1805,"Poems chiefly written in retirement. The Fairy of the Lake, a dramatic romance; Effusions of Relative and Social Feeling; and specimens of the Hope of Albion, or Edwin of Northumbria; an epic poem ... With a prefatory Memoir of the life of the author and notes and illustrations of Runic mythology. (Second edition.)",blbooks
1805,"Poems, suggested chiefly by scenes in Asia-Minor, Syria, and Greece with prefaces extracted from the author's journal. Embellished with two views, etc. (Translations from the Arabic.-Original poems.)",blbooks
1805,Poems. Dedicated ... to her Grace the Duchess of Manchester,blbooks
1805,Poetic sketches,blbooks
1805,"Rhymes on Art; or the Remonstrance of a Painter; with notes and a preface, including strictures on the state of the arts, criticism, patronage, and public taste",blbooks
1805,"Richard Cœur de Lion, etc [Translated by the Right Hon. John Burgoyne.]",blbooks
1805,"Select Miscellaneous Productions, of Mrs Day, and Thomas Day, Esq. in verse and prose: also, some detached pieces of poetry, by Thomas Lowndes, Esq. consisting of the first 52 pages",blbooks
1805,Some Passages in Plantagenet Paul's Life. By Himself,blbooks
1805,Statistical account of the United States of America. Translated from the French by W. Playfair: with an addition on the trade to America,blbooks
1805,"The Anti-Corsican, a poem, in three cantos; inscribed to the Volunteers of Great-Britain [A satire against Napoleon. By Matthew Rolleston.]",blbooks
1805,"The Beauties of England and Wales; or, Delineations, topographical, historical, and descriptive, of each country. Embellished with engravings. (vol. 1-6 by E. W. Brayley and J. Britton; vol. 7 by E. W. Brayley; vol. 8 by E. W. Brayley; vol. 9 by J. Britton; vol. 10, pt. 1, 2, by E. W. Brayley; vol. 10, pt. 3 by the Rev. Joseph Nightingale; vol. 10, pt. 4 by J. Norris Brewer; vol. 11 by the Rev. J. Evans and J. Britton; vol. 12, pt. 1 by the Rev. J. Hodgson and Mr. F. C. Laird; vol. 12, pt. 2 by J. N. Brewer; vol. 13 by the Rev. J. Nightingale; vol. 14 by Frederic Shoberl; vol. 15 by J. Britton, J. Norris Brewer, J. Hodgson, F. C. Laird; vol. 16 by John Bigland; vol. 17 by the Rev. J. Evans; vol. 18 by Thomas Rees.) L.P",blbooks
1805,"The Delinquent, or Seeing Company. A comedy in five acts [and in prose]",blbooks
1805,"The English Fleet, in 1342; an historical comic opera, in three acts, etc",blbooks
1805,The Experienced Farmer's Tour in America: exhibiting the American system of agriculture and breeding of cattle. To which are added sketches published by J. B. Boadley,blbooks
1805,The Fig-Leaf: a satirical and admonitory poem. Dedicated ... to the fashionable world [By B. P. Culham.] Second edition,blbooks
1805,"The Geo-chronolgy of Europe; or, an Epitome of the geography and chronology, with the ... history of the several kingdoms ... comprised in that quarter of the world, adapted to the capacities of children ... Illustrated by a ... map ... on which is described the chronological succession of the sovereigns of the various countries ... by M. Wauthier",blbooks
1805,"The History and Antiquities of ... Newark, in the County of Nottingham ... with biographical sketches, etc. pt. 1",blbooks
1805,The History and Antiquities of the Deanery of Craven in the County of York [With plates.],blbooks
1805,The History of England ... The second edition,blbooks
1805,"The History of Modern Europe ... A new edition ... revised, etc",blbooks
1805,"The History of the Orkney Islands: in which is comprehended an account of their present as well as their ancient state ... With plates, etc",blbooks
1805,"The Honey Moon; a comedy in five acts [chiefly in verse], etc",blbooks
1805,"The Hythe and Sandgate Guide; embellished with a new panorama picturesque plan, containing engraved likenesses of those places, etc",blbooks
1805,The Journal of a tour into the territory north west of the Alleghany Mountains made in ... 1803. With a geographical and historical account of the State of Ohio,blbooks
1805,The Lady of the Rock; a melo-drame in two acts [and in prose],blbooks
1805,"The Land We Live in: a comedy, in five acts ... Second edition",blbooks
1805,"The Land we live in; a comedy in five acts [and in prose] ... Third edition, etc",blbooks
1805,"The Lay of the Last Minstrel, a poem",blbooks
1805,"The Life and Adventures of Toby, the Sapient Pig; with his opinions on men and manners. Written by himself, etc",blbooks
1805,The Life and Pontificate of Leo the Tenth. (Dissertation on the character of Lucrezia Borgia.-F. Arsilli de Poetis Urbanis ad P. Jovium libellus.),blbooks
1805,"The Life of Professor Gellert; with a course of Moral Lessons, delivered by him in the university of Leipsick; taken from a French translation of the original German, by Mrs. Douglas",blbooks
1805,"The Melviad; or the Birth, parentage, education and achievements of a grete Mon (Harry D- [i.e. Henry Dundas, Viscount Melville]) . Addressed to the Commissioners, &c. &c. &c. by I-Spy-I [In verse.] Third edition",blbooks
1805,"The Plays of Philip Massinger ... With notes critical and explanatory, by W. Gifford. (Essay on the Dramatick Writings of Massinger by J. Ferriar.)",blbooks
1805,The Point of Honour: a play in three acts [and in prose] . Taken from the French [of 'Le Deserteur' by L. S. Mercier],blbooks
1805,"The School for Friends, a comedy, in five acts, etc",blbooks
1805,"The School of Reform; or, How to Rule a Husband: a comedy, in five acts [and in prose], etc",blbooks
1805,"The Soldier of Fortune, a comedy in five acts [and in prose]",blbooks
1805,The Soldier's Daughter ... The eighth edition,blbooks
1805,"The Soldier's Return; or, What can Beauty do? A comic opera, in two acts [By Theodore Hook.]",blbooks
1805,"The Trident of Albion, an epic effusion; and an oration on the influence of elocution on martial enthusiasm; with an address to the Shade of Nelson, delivered ... on occasion of the late glorious naval victory. To which is prefixed an introductory discourse on the nature and objects of elocutionary science",blbooks
1805,"The Venetian Outlaw, a drama in three acts ... Translated [from the French translation of J. H. D. Zschokke's 'Abällino, oder der grosse Bandit'] and adapted to the English stage by R. W. Elliston",blbooks
1805,"The Weathercock: a farce, etc",blbooks
1805,"The Woodman's Tale, after the manner of Spenser. To which are added other poems ... and the Royal Message, a drama",blbooks
1805,"The Young Rosciad [i.e. W. H. W. Betty], an admonitory poem well-seasoned with Attic salt ... By Peter Panglos, etc",blbooks
1805,The antiquities of Furness ... 1774,blbooks
1805,"The cabinet: a comic opera, in three acts, etc",blbooks
1805,"The fugitive and other literary works, in prose and poetry, of G. M. W",blbooks
1805,"The narrative of Captain D. W. and four seamen, who lost their ship while in a boat at sea, and surrendered themselves up to the Malays, in the Island of Celebes; ... Together with an introduction, and an Appendix, containing narratives of various escapes from shipwrecks, etc [Edited by W. Vaughen.]",blbooks
1805,"The poetical works of Oliver Goldsmith, with an account of his life and writings, to which is added a critical dissertation on his poetry, by J. Aikin",blbooks
1805,The principles of Moral Science,blbooks
1805,To marry or not to marry: a comedy in five acts [and in prose],blbooks
1805,"Tobias: a poem, in three parts",blbooks
1805,"Travels in China: containing descriptions, observations and comparisons made and collected in the course of a short residence at the Imperial Palace of Yuen-min-yuen, and on a subsequent journey from Pekin to Canton",blbooks
1805,"Travels in Europe, Asia Minor, and Arabia",blbooks
1805,"Travels in Trinidad, during ... February, March and April, 1803. In a series of letters, etc",blbooks
1805,"Travels to Discover the Source of the Nile in the Years 1768, 1769, 1770, 1771, 1772 and 1773. (vol. v. Select Specimens of Natural History collected in travels to discover the source of the Nile, etc.)",blbooks
1805,Travels to the westward of the Allegany Mountains ... Translated ... by B. Lambert,blbooks
1805,"Vaccination; or, Beauty Preserved; a poem",blbooks
1805,"Victory in Tears; or, the Shade of Nelson. A tribute to the memory of that immortal hero, etc [In verse.]",blbooks
1805,Voyage pittoresque au Cap Nord,blbooks
1805,"Who wants a Guinea? A comedy, in five acts, etc",blbooks
1805,"Youth, Love & Folly, a comic opera, etc",blbooks
1805,Vaderlandsche letteroefeningen. Jaargang 1805,dbnl
1805,Bataafsche staats-courant,delpher
1805,PlakkaatboekDeel12,plakaatboek
1805,PlakkaatboekDeel13,plakaatboek
1805,PlakkaatboekDeel14,plakaatboek
1805,PlakkaatboekDeel16,plakaatboek
1806,Alexandria daily advertiser. [volume] (Alexandria [Va.]) 1803-1808,american_stories
1806,"Berkeley and Jefferson intelligencer. [volume] (Martinsburg, Va.) 1802-1810",american_stories
1806,Portland gazette and Maine advertiser.,american_stories
1806,"Portland gazette and Maine advertiser. (Portland, Me.) 1805-1818",american_stories
1806,"Rhode-Island Republican. [volume] (Newport, R.I.) 1801-1806",american_stories
1806,"The enquirer. [volume] (Richmond, Va.) 1804-1815",american_stories
1806,"Virginia Argus. [volume] (Richmond, Va.) 1796-1816",american_stories
1806,"A Hint to Husbands: a comedy, etc",blbooks
1806,A History of Ireland from the earliest accounts to the accomplishment of the Union with Great Britain in 1801,blbooks
1806,"A Political Index to the Histories of Great Britain and Ireland; or, a complete register of the hereditary honours, public offices and persons in office, from the earliest periods to the present time",blbooks
1806,"A Voyage to Cochin China, in the years 1792, and 1793: containing a general view of the productions, and political importance of this kingdom; and also of such European settlements as were visited on the voyage, with sketches of the manners, character, and condition of their inhabitants. To which is annexed an account of a journey, made in the years 1801 and 1802, to the residence of the chief of the Booshuana nation ... from a manuscript journal [by - Truter] with a chart of the route, etc",blbooks
1806,"A Voyage to the eastern part of Terra Firma, or the Spanish Main, in South America ... with a large map of the country, etc. Translated by an American gentleman [The introduction translated by S. L. Mitchill.]",blbooks
1806,"Adelgitha; or, the Fruits of a single error. A tragedy, etc",blbooks
1806,"Adelgitha; or, the fruits of a single error. A tragedy in five acts [and in verse] . Fourth edition",blbooks
1806,"Admonition, a poem on the fashionable modes of female dress; with miscellaneous pieces; in verse",blbooks
1806,"Adrian and Orrila; or, a Mother's vengeance. A play, in five acts, etc",blbooks
1806,"Alfred and Emma, a play in five acts founded on the Red Cross Knights ['Die Kreuzfahrer'] of Baron von Kotzebue",blbooks
1806,"An Account of Prince Edward Island, etc",blbooks
1806,"An Account of a Voyage up the Mississippi River, from St. Louis to its source made under the orders of the war department by lieut. Pike ... in 1805 and 1806. Compiled from Mr. Pike's journal",blbooks
1806,"An Historical Account of Corsham House in Wiltshire, the seat of Paul Cobb Methuen, Esq. With a catalogue of his celebrated collection of pictures, etc",blbooks
1806,An Introduction to Modern Geography; familiarized by a set of skeleton maps and references,blbooks
1806,"An attempt to vindicate the American character, being principally a reply to the ... animadversions of T. M [in his 'Epistles.' In verse.]",blbooks
1806,"Catch him who can: a musical farce, in two acts, etc",blbooks
1806,"Discoveries made in exploring the Missouri, Red River and Washita, by Captains Lewis and Clark, Doctor Sibley, and W. Dunbar, Esq. with a statistical account of the countries adjacent. With an appendix by Mr. Dunbar",blbooks
1806,Economica: a statistical manual for the United States of America,blbooks
1806,"Edgar; or, Caledonian Feuds. A tragedy [in five acts and in verse]",blbooks
1806,Elegiac Stanzas on the Right Hon. C. J. Fox,blbooks
1806,English Lyricks. The second edition,blbooks
1806,"Epistles, Odes, and other poems",blbooks
1806,"Essais, variétés historiques et notices sur la ville de Libourne et ses environs",blbooks
1806,"Five Miles off: or, the Finger-Post; a comedy, in three acts, etc [With a prologue and epilogue by George Colman.]",blbooks
1806,"Fragment of a tragedy lately acted at the British Museum [A burlesque, by S. Weston on the loss of certain prints from Mr. Cracherode's collection.]",blbooks
1806,"Gleanings in Africa; exhibiting a faithful and correct view of the manners and customs of the inhabitants of the Cape of Good Hope ... Interspersed with observations ... on the state of slavery ... In a series of letters from an English officer, etc [With plates.]",blbooks
1806,"Histoire de l'état de Liège, par le Comte de Mirabeau. Seconde édition, revue avec soin, et publiée par un de ses amis, Membre de l'Institut [A. Serieys]",blbooks
1806,"History of the Campaign of 1805 in Germany, Italy, the Tyrol, &c",blbooks
1806,"Homographia; an essay on the proportions of man's body, hitherto unknown, or undescribed ... With an appendix on the monuments of the ancients, etc",blbooks
1806,"Indian Antiquities: or, Dissertations relative to the ancient geographical divisions, the ... primeval theology, the grand code of civil laws, the original form of government, and the ... literature of Hindostan, compared ... with the religion, laws, government and literature of Persia, Egypt and Greece. The whole intended as introductory to ... the History of Hindostan",blbooks
1806,"Inkle and Yarico ... As performed at the Theatres Royal, Covent Garden and Haymarket ... Printed ... from the prompt book. With remarks by Mrs. Inchbald",blbooks
1806,"Introduction to the History of Cambria, from the first invasion of Britain by the Romans to ... 1188, etc [By Sir R. C. Hoare, Bart.] Progress of Architecture from a period nearly coeval with the Conqueror, to the sixteenth century, illustrated by a series of designs taken from existing remains in South Wales, etc [Reprinted from a work entitled 'The Itinerary of Archbishop Baldwin through Wales, A.D. 1188, by G. de Barri. Translated into English, with ... annotations, ... by Sir R. C. Hoare, Bart.']",blbooks
1806,"Journal of the Transactions in Scotland, during the contest between the adherents of Queen Mary, and those of her son, 1570, 1571, 1572, 1573 [Edited by J. G. Dalyell.]",blbooks
1806,"Lausus & Lydia, with Madam Bonso's Three Strings to her Bow; or, Three Bows to her String!!! [The dedication signed: A. B. C, i.e. Sarah Lawrence.]",blbooks
1806,"Lettres, ou Voyage pittoresque dans les Alpes, en passant par la route de Lyon et le Mont-Cénis; suivi d'un recueil de vues des monumens antiques de Rome ... en 48 planches et un frontispice: dessinées d'après nature et gravées ... par Baltard. Ms. notes",blbooks
1806,Madoc [A poem.],blbooks
1806,Magna Britannia; being a concise topographical account of the several counties of Great Britain [With copious illustrations.] vol. 1-6. L.P,blbooks
1806,"Memoirs of the Courts of Berlin, Dresden, Warsaw, and Vienna ... Third edition",blbooks
1806,Modern Geography ... Abridged from the larger work,blbooks
1806,"Notes on the West Indies: written during the expedition under the command of the late General Sir R. Abercrombie: including observations on the Island of Barbadoes, &c. ... likewise remarks relating to the Creoles and Slaves of the Western Colonies and the Indians of South America, etc",blbooks
1806,"Observations on the Nature and Tendency of the Doctrine of Mr. Hume, concerning the relation of cause and effect [By Thomas Brown.]",blbooks
1806,Poems [Edited by P. Inchbald. With two autograph letters from the editor to Archdeacon Wrangham.],blbooks
1806,"Poetical Recreations, etc",blbooks
1806,Poétique Anglaise,blbooks
1806,"Rays of Genius, collected to enlighten the rising generation. By T. Tomkins",blbooks
1806,"Reize naar de Middellandsche Zee in de Jaren 1777-79, etc",blbooks
1806,"Rugantino: or, The bravo of Venice ... The second edition",blbooks
1806,"Selections and original articles, for Mr. Thelwall' Lectures on the science and practice of Elocution; together with the Introductory Discourse and Outlines",blbooks
1806,Socrates: a dramatic poem. Written on the model of the ancient Greek tragedy,blbooks
1806,"Songs, duets, chorusses, etc, in the White Plume, or the Border Chieftains [by T. J. Dibdin]",blbooks
1806,"Spanish Dollars! or, The Priest of the parish. An operatic sketch ... The music by J. Davy",blbooks
1806,"The Bees: a poem, in four books. With notes, moral, political, and philosophical",blbooks
1806,"The British Miscellany: or, coloured figures of new, rare, or little known animal subjects, etc. vol. I, vol. II",blbooks
1806,"The Climate of Great Britain; or, remarks on the change it has undergone, particularly within the last fifty years, etc",blbooks
1806,The Fall of Mortimer; a tragedy in five acts [and in verse],blbooks
1806,"The Fall of the Mogul, a tragedy [in five acts, in verse ... With other occasional poems. By the author of Indian Antiquities [T. Maurice] ]",blbooks
1806,"The Geo-chronolgy of Europe; or, an Epitome of the geography and chronology, with the ... history of the several kingdoms ... comprised in that quarter of the world, adapted to the capacities of children ... Illustrated by a ... map ... on which is described the chronological succession of the sovereigns of the various countries ... by M. Wauthier",blbooks
1806,The Laughable Lover. A comedy in five acts [and in prose],blbooks
1806,The Love of Glory: a poem,blbooks
1806,"The Origin of the Distinction of Ranks ... The third edition, corrected and enlarged",blbooks
1806,The Poetical Works of Erasmus Darwin ... Containing the Botanic Garden ... and the Temple of Nature. With philosophical notes and plates,blbooks
1806,"The Poetical Works of the late Mrs. Mary Robinson, including many pieces never before published [Edited by her daughter Miss M. E. Robinson.]",blbooks
1806,"The Poll for Members of Parliament ... November, 1806, etc",blbooks
1806,"The Prose Works of John Milton; with a life of the author, interspersed with translations and critical remarks, by C. Symmons",blbooks
1806,"The Reign of Philanthropy; or, the Auspices of the New Ministry: a poem. With characteristical notices",blbooks
1806,"The School for Friends, a comedy, in five acts, etc",blbooks
1806,"The Songs, Duets ... &c. in the new splendid melodramatic tale of enchantment, called the Cloud King, or Magic rose; principally founded on the ... ballet of Zemire and Azor ... Blended with the poetical episode of the Cloud King, written by M. G. Lewis, Esq. and published in his Tales of Wonder ... The whole adapted ... and produced by Mr. Cross",blbooks
1806,"The Speculum: in two dialogues [in verse], addressed to the author of the Pursuits of Literature [i.e. Thomas James Mathias] . By W. A. B-b. (A translation of the Latin and French passages that occur, etc.)",blbooks
1806,"The Three and the Deuce! A comic drama, in three acts [in prose]",blbooks
1806,The Travellers; or Music's fascination ... The third edition,blbooks
1806,"The Travellers; or, Music's fascination: an operatic drama, in five acts, etc",blbooks
1806,"The Weathercock: a farce, etc",blbooks
1806,"The Works of Samuel Johnson, LL.D. A new edition ... With an essay on his life and genius by Arthur Murphy [With a portrait. Edited by A. Chalmers.]",blbooks
1806,"The history of Scotland ... The thirteenth edition, with alterations and additions",blbooks
1806,"The miscellaneous works of Oliver Goldsmith, M.B. A new edition ... To which is prefixed, some account of his life and writings [by Thomas Percy, Bishop of Dromore] [Edited by Samuel Rose.]",blbooks
1806,"The works of Henry Fielding, Esq.; with the life of the author [signed: Arthur Murphy] . A new edition, to which is now first added, The feathers; or, The goodnatured man",blbooks
1806,"Three Lyric Odes, on late celebrated occasions",blbooks
1806,"Travels after the Peace of Amiens through parts of France, Switzerland, Italy, and Germany",blbooks
1806,"Travels from St. Petersburg in Russia, to diverse parts of Asia [With a map.]",blbooks
1806,"Travels in Africa, Egypt, and Syria, from the year 1792 to 1798 [With maps and a frontispiece.]",blbooks
1806,Travels in China ... In which it is attempted to appreciate the rank that this extraordinary empire may be considered to hold in the scale of civilised nations ... Illustrated with several engravings. The second edition,blbooks
1806,"Travels into the Interior of South Africa ... The second edition, with additions and alterations. Illustrated, etc",blbooks
1806,"Travels of Anacharsis the Younger in Greece during the middle of the Fourth Century before the Christian Era ... The fourth edition ... With Memoirs of the life of J. J. Barthélemy, written by himself, etc [Translated by William Beaumont.]",blbooks
1806,"True Greatness; or, tributary stanzas to the glorious memory of Lord Viscount Nelson, etc [By T. Sansom.]",blbooks
1806,"Ulm and Trafalgar [A poem, by the Right Hon. George Canning.]",blbooks
1806,Verses on the Victory of Trafalgar; and the Death and Funeral of ... Lord Nelson,blbooks
1806,"Verses written in Westminster Abbey, after the funeral of the Right Hon. Charles James Fox, October 10, 1806 [By Samuel Rogers.]",blbooks
1806,"Views in Suffolk, Norfolk, and Northamptonshire, illustrative of the works of Robert Bloomfield ... to which is annexed a memoir of the poet's life",blbooks
1806,"Ways and Means, etc",blbooks
1806,"[The Works of George Villiers ... Edited by T. Percy, Bishop of Dromore.] MS. notes",blbooks
1806,"Élémens de l'histoire de l'ancienne Helvétie et du canton de Vaud, etc",blbooks
1806,Vaderlandsche letteroefeningen. Jaargang 1806,dbnl
1806,Bataafsche staats-courant,delpher
1806,Koninglyke staats-courant,delpher
1806,PlakkaatboekDeel13,plakaatboek
1806,PlakkaatboekDeel14,plakaatboek
1806,PlakkaatboekDeel15,plakaatboek
1807,Alexandria daily advertiser. [volume] (Alexandria [Va.]) 1803-1808,american_stories
1807,"Berkeley and Jefferson intelligencer. [volume] (Martinsburg, Va.) 1802-1810",american_stories
1807,Portland gazette and Maine advertiser.,american_stories
1807,"Portland gazette and Maine advertiser. (Portland, Me.) 1805-1818",american_stories
1807,"The Wheeling repository. [volume] (Wheeling, Va. [W. Va.]) 1807-1808",american_stories
1807,"The enquirer. [volume] (Richmond, Va.) 1804-1815",american_stories
1807,"Virginia Argus. [volume] (Richmond, Va.) 1796-1816",american_stories
1807,"A Concise Gazetteer of the Most Remarkable Places in the World; with brief notices of the principal historical events ... connected with them, etc",blbooks
1807,"A Connected Series of Notes on the Chief Revolutions of the Principal States which composed the Empire of Charlemagne, from his coronation in 814, to its dissolution in 1806: on the genealogies of the imperial house of Habsburgh, and of the six secular Electors of Germany, etc",blbooks
1807,"A General View of the World, geographical, historical and philosophical; on a plan entirely new",blbooks
1807,"A Journey from Madras through the Countries of Mysore, Canara and Malabar",blbooks
1807,"A Refutation of a pamphlet, entitled 'A Defence of an Appeal, etc. by S. Yockney; relative to a late canvas in the Parish of Saint Paul, Covent Garden [By J. Sant, etc.]",blbooks
1807,A Reply to the Strictures of the Edinburgh Review on the Foreign Policy of Marquis Wellesley's Administration in India; comprising an examination of the late transactions in the Carnatic,blbooks
1807,"A Sketch of a tour on the Continent, in the years 1786 and 1787",blbooks
1807,"A Tour round the Baltic, thro the Northern Countries of Europe ... Fourth edition ... augmented",blbooks
1807,A Voyage to South-America: ... undertaken ... by G. Juan and A. de U. ... Translated from the original Spanish [of A. de U. by J. Adams] . Illustrated with copper plates,blbooks
1807,"A defence of an Appeal, etc. relative to a late Canvass in the Parish of Covent Garden for the office of Churchwarden, in answer to a reply to that Appeal. To which is subjoined a Letter on the same subject by W. Yockney",blbooks
1807,"A journey into England in the year 1598 [being a part of the Itinerary of P. H. translated by R. Bentley. Edited by Horace Walpole, Earl of Oxford] . Lat. and Eng",blbooks
1807,"A tour through Sicily and Malta. In a series of letters to William Beckford, Esq, ... A new edition",blbooks
1807,Affection; with other poems,blbooks
1807,All the Blocks! or an Antidote to 'All the Talents' [by Polypus] . A Satirical Poem. In three dialogues. By Flagellum,blbooks
1807,"All the Talents' Garland; or, a Few Rockets let off at a celebrated Ministry [By James Sayers.] ... Second edition",blbooks
1807,All the Talents. ... By Polypus. Fourth edition,blbooks
1807,All the talents ... Tenth edition,blbooks
1807,"All the talents; a satirical poem, in three dialogues. By Polypus ... Seventh edition",blbooks
1807,"An Authentic Narrative of the Proceedings of the Expedition under the Command of Brigadier-Gen. Craufurd; until its arrival at Monte-Video; with an account of the operations against Buenos Ayres under the command of Lieut.-Gen. Whitelocke. By an Officer of the Expedition [i.e. John Whitelocke] [With plates, including maps.]",blbooks
1807,"An Episcopal Charge [A satirical poem on G. Pretyman, afterwards Tomline, Bishop of Lincoln.]",blbooks
1807,An Essay on the Nature and Immutability of Truth ... The third edition,blbooks
1807,An Historical Apology for the Irish Catholics,blbooks
1807,An Historical and Critical Account of Winchester Cathedral ... Second edition,blbooks
1807,"An appeal to the candour and good sense of the Parishioners of Saint Paul, Covent Garden, relative to a late canvass in the Parish for the office of Churchwarden",blbooks
1807,"An epitome of Mr. G.'s History of Peterborough Cathedral [By C. J, i.e. Jacob.] The eleventh edition, etc",blbooks
1807,An historical account of Ludlow Castle,blbooks
1807,An historical and descriptive account of the Town of Lancaster; collected from the best authorities; illustrated with four engravings [By C. Clark.],blbooks
1807,"Attempts at Poetry, or trifles in verse. By Ebn Osn [anagram of Benson], of Pentonville",blbooks
1807,"Caledonia: or, an Account, historical and topographic, of North Britain; from the most ancient to the present times: with a dictionary of places, chorographical and philological",blbooks
1807,"Critical opinion and complimentary verses on the Poems of H. D, particularly on those addressed to Thespia. Edited by a Friend. To the above are added, Verses occasioned by the death of Lieut. General Simcoe",blbooks
1807,"De la Vertu; par S. Maréchal ... précédé d'une notice sur cet écrivain; et suivi du Livre de tous les âges, par le même auteur. Avec portrait",blbooks
1807,"Dissertation on the Gipseys, etc. (Translated by the late M. Raper.)",blbooks
